Genotype ID,Planting date,# seeds planted,#Final Plants,Exudates collection date,Exudates collection Method,Analysis LC-MS Amino Acids,Analysis GC-MS ,"Plant health notes. Planting/Growth chamber (G) Good (B) Bad. IF EMPTY, NN",Final result.  G(Good) B (Bad),Notes,More notes,Root Weight Taken Date,Number of Plants,Rep1_DIA_STM,Rep1_AREA,Rep1_AVG_DENSITY,Rep1_TD_AVG,Rep1_SKL_DEPTH,Rep1_RTP_COUNT,Rep1_Rootlength (cm),Angle,Number of Plants,Rep2_DIA_STM,Rep2_AREA,Rep2_AVG_DENSITY,Rep2_TD_AVG,Rep2_SKL_DEPTH,Rep2_RTP_COUNT,Rep2_Rootlength (cm),Angle,Dry shoot weight (mg),Root weight (g),Fresh shoot weight (g),Water content (g),Actual Height_I,Actual Height_II,Leaf angle-2_I,Leaf angle-3_I,Leaf angle-2_II,Leaf angle-3_II,Number of Plants          (Blank = 2),Number of leaves_I,Number of Leaves_II,Leaf Area cm^2,"Adjusted contrast 
(Control = Orange)",Leaf Area cm^2 (after adjustment),Number of Plants          (Blank = 2),Leaf Area cm^2/plant,Date AA/OA Data Received,LCMS/GCMS ID,GABA,His,Ile,Leu,Lys,Phe,Pro,Trp,Tyr,Val,FUM,MAL,SUC,CIT,LAC
B73,11/16/17,1,2,11/29/17,BG-CaCl2,Complete,Complete,NN,G,,,11/29/17,2,14.1322,283758,0.237364,2.72512,1457.32,281,29.5,,2,13.1783,50.603,0.284557,0.0269927,22.5351,254,25,,406.8,4.08,4.45,4.0432,23.2,26.7,,,,,2,4,4,54.92,,54.92,2,27.46,041118,316,29.94892978,8.299169111,12.39879341,12.00179274,21.38943773,13.06309578,1.987243663,3.596701838,20.24569832,12.41066505,1.694557785,ND,15.31039967,7.741466312,
29,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,1,13.2682,48.5502,0.481863,0.0261411,24.59,363,23.5,,1,,,,,,,,,297.6,1.8,2.38,2.0824,24.8,,,,,,1,4,,26.56,,26.56,1,26.56,041118,318,40.45912505,51.60076795,128.8306352,65.43662213,78.32506914,103.0664268,9.937458095,31.49796165,149.1316634,97.86056899,1.860191252,ND,ND,53.26697004,
36,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,2,13.423,25.5138,0.508472,0.0264913,24.3513,199,27.5,,2,14.183,67.389,0.380611,0.0265022,25.0589,462,30,,508.4,2.81,4.29,3.7816,22.2,36.1,,,,,2,3,4,49.19,,49.19,2,24.595,041118,322,73.33776311,61.52322776,86.51321021,92.35789643,30.39306697,102.0893809,19.26076033,43.39849455,124.2312321,137.1017407,3.414597641,5.811084399,23.24397042,105.8237138,
37,11/21/17,1,1,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,1,12.8347,56.4597,1.12147,0.0258308,21.3244,317,22.5,,1,,,,,,,,,262.4,2.36,2.28,2.0176,23.4,,,,,,1,5,,31.94,,31.94,1,31.94,041118,323,14.38806325,16.55164298,51.35020618,37.19254209,122.9743764,34.72014264,3.335596146,14.30695219,59.82722756,39.44673264,ND,ND,ND,22.51417267,
41,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,2,12.8062,58.5228,0.620725,0.0271178,24.59,379,29,,2,15.8825,52.4965,0.458916,0.0276347,24.5729,303,23.5,,591.7,4.52,4.82,4.2283,18,26.7,,,,,2,4,4,47.78,,47.78,2,23.89,041118,325,246.0281159,120.7534155,668.6437776,493.9856698,47.65938693,586.5831661,66.6453999,299.0091777,571.8467969,576.8556048,7.950406448,7.906427331,ND,102.9828087,
53,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,2,13.7113,14.2983,0.353083,0.0237067,19.5509,127,21,,2,13.1783,13.8722,0.760139,0.0262823,20.9407,122,20.5,,338.8,1.26,2.23,1.8912,13,18.3,,,,,2,4,4,21.14,,21.14,2,10.57,041118,333,61.90106321,156.3052388,127.1737157,77.56269943,49.47222838,99.56817211,32.6162017,36.14309465,108.9909078,121.6532749,ND,ND,ND,15.76702313,
57,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,2,14.0522,31.6255,0.604098,0.0304961,24.0528,166,24,,2,14.7521,50.6024,1.77935,0.0281368,23.3878,248,15.5,,227.9,2.6,2.22,1.9921,16.7,19.1,,,,,2,4,4,45.8,,45.8,2,22.9,041118,335,113.0979505,169.987271,232.5765684,239.0479422,55.12993554,365.9841072,16.17580533,280.8239735,431.6633122,318.8898404,3.389115569,5.196450472,ND,176.1361143,
66,11/21/17,2,2,12/4/17,BG-CaCl2,Complete,Complete,G,G,,,12/4/17,2,12.8082,29.2977,0.983204,0.0263513,16.2171,244,18,,2,12.9707,37.8311,0.643176,0.0245808,22.3902,325,26,,525.2,3.02,4.85,4.3248,22.4,18.9,,,,,2,5,5,68.59,,68.59,2,34.295,041118,338,32.56336054,8.671876522,22.79120647,18.1802252,69.34595755,19.49314966,4.718892164,10.84459658,39.4674101,18.03207602,ND,ND,ND,48.08231829,
58,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,,G,,,12/6/17,2,11.1355,30.0775,0.790823,0.027899,21.2136,174,20.5,,2,10.5965,15.8148,1.19572,0.0299117,22.2708,104,17,,354.5,2.39,3.77,3.4155,19,19.6,,,,,2,3,5,38.49,,38.49,2,19.245,041118,317,21.39533393,100.1742908,125.3143167,91.87301747,47.08470834,83.8548448,10.97025227,20.17524523,121.8618735,62.96352343,1.401513957,ND,19.34677777,67.96865377,
30,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,13.4968,45.057,0.613418,0.0275927,20.4206,317,17.5,,2,15.1735,57.1843,1.60813,0.0281847,24.5985,392,27,,610.7,4.31,7.13,6.5193,27.1,29,,,,,2,4,4,86.03,,86.03,2,43.015,041118,319,55.77660583,90.27834891,215.263469,213.2129325,49.92385635,595.2499513,10.60641564,240.4956304,547.9933544,250.3370512,2.0895299,ND,ND,81.67602072,
32,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,15.7244,444436,0.620364,1.8436,1896.31,584,25,,2,15.02,28.3536,0.21337,0.0248742,22.2111,242,22.5,,657.4,4.59,7.48,6.8226,16.7,23.4,,,,,2,5,5,70.24,,70.24,2,35.12,041118,320,14.66030344,67.05065867,104.2655153,73.26925185,23.80934076,85.9884457,39.71810612,36.2737605,101.7144045,65.52977089,ND,ND,ND,13.70736696,
33,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,10.7446,28.5455,1.09049,0.0273531,23.1064,255,24,,2,10.012,19.1557,0.883925,0.0286939,22.5181,148,20.5,,297.9,1.66,2.34,2.0421,15.8,17.1,,,,,2,4,3,31.23,,31.23,2,15.615,041118,321,71.58389088,130.1571609,373.4844226,366.5469969,66.3300555,439.3398728,51.3798865,203.5455174,550.2431949,374.5818621,1.707298821,ND,ND,26.34939451,
39,11/23/17,1,1,12/6/17,BG-CaCl2,Complete,Complete,FUNGI?,G,,,12/6/17,1,17.1319,24.9061,0.963632,0.0287738,17.7774,142,16.5,,1,,,,,,,,,206.6,1.08,1.47,1.2634,18.1,,,,,,1,4,,16.08,,16.08,1,16.08,041118,324,14.67193989,14.61541304,49.53396094,30.78715984,21.62953571,32.75094052,3.591592643,12.31793688,99.8495798,30.29334717,1.96211954,6.59334576,ND,50.56811022,
42,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,14.5654,43.4525,0.973363,0.0280395,23.0553,213,22,,2,11.8418,33.0849,0.593326,0.0292169,14.7676,126,15.5,,547.6,3.93,6.15,5.6024,24.3,23.1,,,,,2,4,5,73.94,,73.94,2,36.97,041118,326,14.60579297,76.84201047,56.36545582,46.71905287,86.61318925,38.13776881,7.698987294,28.42700543,111.0121767,43.4795931,ND,ND,ND,36.57665276,
43,11/23/17,1,1,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,1,14.7732,55.0132,0.246633,0.0268357,24.8117,329,24,,1,,,,,,,,,446.4,2.44,2.83,2.3836,17,,,,,,1,5,,35.15,,35.15,1,35.15,041118,327,42.68395796,28.15952133,94.34099028,58.29201859,51.54566654,71.43197337,6.085450355,26.79170634,112.3490408,75.49233203,ND,ND,ND,62.85502464,
44,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,14.7521,83.0827,0.491049,0.0274438,23.2002,420,30,,2,17.055,84.6653,0.620623,0.0274705,24.752,497,31,,1004.9,7.45,11.9,10.8951,33.4,29.9,,,,,2,6,6,123.31,,123.31,2,61.655,041118,328,35.55758621,64.15890939,253.9065807,157.6104411,34.77138155,223.4667525,7.771942494,108.066461,288.4987536,171.5591104,2.02582472,ND,ND,73.86353178,
46,11/23/17,1,1,12/6/17,BG-CaCl2,Complete,Complete,FUNGI?,G,,,12/6/17,1,,,,,,,26.5,,1,,,,,,,,,361.5,2.33,3.96,3.5985,28.7,,,,,,1,5,,40.32,,40.32,1,40.32,041118,329,39.74717025,29.7188287,77.30803495,45.5452904,26.91433598,79.56465556,3.142306907,27.58409424,107.4121899,64.76961844,ND,ND,ND,33.02552142,
47,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,12.2794,47.3725,0.381876,0.0281557,24.0443,288,23,,2,12.6372,52.4385,0.740526,0.0280189,24.0358,287,19.5,,378.6,4.24,3.5,3.1214,21,17.6,,,,,2,4,4,40.98,,40.98,2,20.49,041118,330,61.73079953,98.97196475,406.9905119,333.7221088,101.3477003,523.1043561,15.96586324,185.1334486,552.1014836,263.4831663,11.83642242,13.80132545,ND,70.52546833,
51,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,10.198,23.8956,0.352705,0.0266259,20.4632,197,20.5,,2,11.6644,35.7915,0.247067,0.0251568,15.8931,246,15.5,,300.8,2.44,3.76,3.4592,22,17.4,,,,,2,4,4,55.94,,55.94,2,27.97,041118,332,49.01766803,123.816171,122.8087361,96.0529781,68.22519994,106.438391,16.45517425,39.34177482,182.9857169,139.7403838,1.477960173,2.9055422,15.03202877,20.88065225,
56,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,13.8096,55.9636,0.240124,0.026649,24.2489,301,23.5,,2,15.7858,55.9812,0.331762,0.0277723,24.8458,349,25.5,,598.5,5.16,6.48,5.8815,24,25.9,,,,,2,5,5,75.06,,75.06,2,37.53,041118,334,26.62241854,185.2616342,190.1582954,142.1067397,114.659091,137.3801961,44.83431956,16.20790923,189.4022773,104.8971758,ND,ND,ND,18.25281507,
57,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,G,G,,,12/6/17,2,11.4918,31.3579,0.366335,0.0296793,17.1721,163,24,,2,13.3497,25.5212,0.429572,0.0302733,17.3255,110,19,,319.3,3.47,3.09,2.7707,20.1,18.1,,,,,2,4,5,55.26,,55.26,2,27.63,041118,336,22.33924572,52.94137613,76.49597576,55.04374685,86.87418882,48.12595856,9.052027141,19.19789771,79.2862457,58.28681008,ND,ND,ND,25.56814562,
B73,11/23/17,2,2,12/6/17,BG-CaCl2,Complete,Complete,Yes,G,,,12/6/17,2,11.7958,38.0938,0.508163,0.0251367,22.8762,225,24,,2,10.3312,15.3384,0.771797,0.0315118,10.0696,72,25,,432.6,2.95,3.76,3.3274,22.7,20,,,,,2,4,5,38.41,,38.41,2,19.205,041118,342,26.25951199,16.94522747,100.4976336,71.41267637,22.73589848,68.09515615,7.616759722,21.91831744,182.5099199,83.42025135,ND,ND,ND,21.16474276,
58,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,,G,,,12/18/17,2,15.746,24.0592,0.322873,0.0294649,20.1648,165,18.5,,2,11.3494,27.9432,1.64474,0.0325499,20.7617,137,18.5,,270.7,1.8,2.49,2.2193,18.1,15.5,,,,,2,4,4,36.31,,36.31,2,18.155,041118,350,34.74093826,95.64023524,271.5572713,366.1971966,27.32809975,380.5906388,34.12883104,114.5343904,578.4142932,393.9710325,3.274446245,4.777381886,ND,156.960005,
85,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,14.7732,32.1542,0.476293,0.0264169,23.6265,192,22.5,,2,11.1615,43.3056,1.40434,0.0274523,24.104,289,20,,433.4,3.06,3.62,3.1866,24.7,18.5,,,,,2,4,4,50.26,,50.26,2,25.13,041118,356,59.75120946,99.77237093,224.4703546,143.96417,50.49081263,193.7387895,40.73284899,70.26981699,296.2407455,160.4877034,4.71418331,6.537469949,ND,51.06526861,
100,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,12.6845,31.9646,0.699901,0.0266393,22.5437,214,25,,2,12.9615,48.6772,0.371436,0.0303657,24.0528,303,24.5,,367,3.41,2.74,2.373,19.2,19,,,,,2,4,4,31.83,,31.83,2,15.915,041118,363,122.631792,209.0600219,283.5382989,307.9152753,92.90830073,283.5583643,47.59714506,119.3380813,501.3779965,406.6009663,4.357434303,4.889133509,ND,27.62780179,
102,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,"One plant smaller, fungi?",G,,,12/18/17,2,11.1355,45.1665,0.469395,0.0289133,22.646,305,21,,2,12.5894,43.1636,0.513796,0.0267751,22.1429,288,22,,291.7,3.57,3.02,2.7283,13.4,23.6,,,,,2,4,3,26.26,,26.26,2,13.13,041118,364,68.30185375,114.9536179,241.1474225,219.0940216,71.66338549,177.2127218,29.7617709,93.64129657,289.0537429,234.1945321,24.71760979,29.055422,ND,199.5735811,
103,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,11.5415,26.0438,1.25651,0.0262997,14.2134,182,11.5,,2,11.1384,24.6003,0.461989,0.0267676,18.0929,146,15,,369.2,1.9,3.95,3.5808,26.1,26.3,,,,,2,4,4,37.14,,37.14,2,18.57,041118,365,18.5173775,25.9221557,56.49501669,45.82325982,10.62144192,46.88883953,9.441878457,29.1858119,59.60741682,52.61287282,ND,ND,ND,36.36358488,
104,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,12.9633,47.8973,1.47177,0.0255031,24.7094,361,33.5,,2,13.7898,44.1206,0.412208,0.0274544,23.5242,260,33,,519.7,4,5.28,4.7603,28.5,36,,,,,2,4,4,52.09,,52.09,2,26.045,041118,366,30.71527105,55.05384964,101.2043867,85.17968731,62.91964281,100.6303112,11.21232237,25.64730021,205.9006862,159.5898701,2.242422331,ND,ND,23.08235368,
110,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,13.4081,32.9862,0.816411,0.0256669,22.7483,226,27,,2,16.9525,37.3246,0.251381,0.0270706,24.3768,220,26.5,,509.4,2.49,4.8,4.2906,32.4,29.3,,,,,2,4,4,48.98,,48.98,2,24.49,041118,368,44.68037549,75.98496318,142.4669881,136.8700396,40.47808636,163.3016558,11.26233583,99.1164418,189.6145102,163.5185629,ND,ND,ND,13.99145746,
111,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,12.0369,45.9032,0.646123,0.0280157,19.1843,275,16,,2,10.4313,38.1906,0.453297,0.0270368,19.4316,254,18.5,,433.2,3.04,3.96,3.5268,27.8,28.2,,,,,2,4,4,34.15,,34.15,2,17.075,041118,369,37.64349596,69.85094979,101.8781071,87.65064677,51.68377997,68.21258089,22.39658947,43.39823527,103.4244724,130.6898733,ND,ND,ND,15.90906838,
112,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,Complete,G,G,,,12/18/17,2,13.7299,63.8288,0.516013,0.0249396,22.3049,513,23.5,,2,15.6986,50.7981,0.711685,0.026937,22.9529,299,22,,518.4,4.26,5.03,4.5116,27.8,33.1,,,,,2,5,4,73.14,,73.14,2,36.57,041118,370,50.45072568,65.14862389,91.6578044,85.4785634,71.08114925,73.20006664,17.90041471,41.94982765,149.0790596,111.7348007,11.42870927,9.247446808,ND,116.4771078,
rthm3,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,14.4713,50.9779,0.861955,0.0252106,22.6801,301,19.5,,2,12.6491,37.9126,0.334998,0.0260733,23.2599,216,18.5,,398.6,2.68,5.23,4.8314,21.6,25,,,,,2,4,5,45.06,,45.06,2,22.53,041118,373,52.12990092,143.7449964,105.4606858,108.9616852,43.31610784,111.3117409,30.78774832,90.81785166,290.7334741,109.84962,2.331609583,ND,ND,199.5735811,
rthm3,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,14.8078,51.773,2.34523,0.0257201,21.2988,310,19,,2,14.6767,23.4614,0.470956,0.0303248,22.8336,149,20.5,,432.9,3.2,4.11,3.6771,28.9,14.9,,,,,2,5,5,62.96,,62.96,2,31.48,041118,374,50.53725428,172.5215331,164.082669,181.103455,63.52322766,191.277072,37.96995906,79.69297253,318.3434523,268.3677931,2.535466159,ND,ND,48.79254455,
rthm3,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,14.4342,38.8747,1.4898,0.0283058,18.0332,191,17.5,,2,12.4071,35.0744,0.666008,0.0300411,23.2769,180,19.5,,450.8,3.02,3.75,3.2992,16.1,20.8,,,,,2,4,4,11.46,,11.46,2,5.73,041118,375,51.6904076,261.183719,119.2145077,93.86341925,145.8835668,73.58423207,38.16219696,42.41121354,190.5352441,168.5006771,1.376031885,ND,ND,19.88633548,
rthmWT,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,13.1149,29.077,0.434072,0.0257336,19.6106,244,19.5,,2,12.5084,42.6288,1.06077,0.0258165,20.6167,302,20.5,,512.9,2.8,4.13,3.6171,26.8,17.7,,,,,2,4,4,57.48,,57.48,2,28.74,041118,376,152.8238138,203.6387449,271.2750959,240.4084596,129.9111529,282.9173414,46.40959947,102.0585437,375.8726618,334.3787755,1.656334677,ND,ND,20.80962963,
rthmWT,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,14.7083,147105,1.84494,1.8563,2047.88,256,18,,2,11.8031,27.3442,0.979399,0.0253268,20.1137,231,25,,404.4,2.38,3.56,3.1556,16.7,18.4,,,,,2,4,4,20.59,,20.59,2,10.295,041118,377,61.03676447,133.6869668,157.3290802,170.3933893,40.3675808,188.0532193,35.99199542,95.73092586,269.53401,196.534212,1.732780892,ND,ND,28.76416382,
rthmWT,12/4/17,2,2,12/18/17,BG-CaCl2,Complete,No GCMS,,G,,,12/18/17,2,13.0072,64.2975,0.273325,0.0273149,24.3939,400,26,,2,15.9549,42.2884,0.346562,0.0256406,24.4024,234,25,,657.8,4.54,6.53,5.8722,33.9,24.1,,,,,2,5,4,64.18,,64.18,2,32.09,041118,378,60.83258804,83.12714387,133.5346614,130.3130749,31.62772804,168.217225,28.42034267,61.00569029,200.4244191,171.8094745,1.630852605,ND,ND,24.64485147,
rthm3,12/4/17,2,2,12/20/17,BG-CaCl2,Complete,No GCMS,,G,,,12/20/17,2,11.9487,19.9794,0.532763,0.0276753,20.8469,142,20,,2,12.1833,24.779,0.784118,0.0268789,20.9748,141,18,,528.8,2.53,3.54,3.0112,17.7,24.9,,,,,2,4,4,40.24,,40.24,2,20.12,041118,379,80.10075756,369.0005655,111.8149865,80.89530583,310.6947213,101.6245122,39.75559156,52.30812869,260.1320781,149.8939338,ND,ND,ND,28.40905069,
rthm3WT,12/4/17,2,2,12/20/17,BG-CaCl2,Complete,No GCMS,,G,,,12/20/17,2,11.6921,28.255,0.40901,0.0266462,21.7422,207,20.5,,2,14.5796,60.7592,0.69854,0.0268878,24.607,392,22,,332.3,3.75,4.41,4.0777,26.1,18,,,,,2,5,4,44.39,,44.39,2,22.195,041118,380,118.8409953,159.1262129,202.352487,174.1961482,77.45220634,215.3535837,55.11901842,102.7564381,239.5872828,269.6868867,2.165976116,ND,ND,23.79257995,
58,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,,G,,,12/20/17,2,10.4803,22.5668,0.831694,0.0300391,19.892,140,21,,2,9.79796,17.6351,0.469066,0.0274323,22.0406,103,17.5,,318.6,2.07,3.02,2.7014,17.8,21,,,,,2,4,4,56.26,,56.26,2,28.13,041118,349,23.38339593,18.75893405,49.79931101,41.89555184,37.30215034,46.42914502,3.05045304,18.35168475,66.33939481,35.35143161,ND,ND,ND,0,
77,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,17.7098,69.1982,1.58062,0.025038,23.7374,430,33.5,,2,15.4941,76.2305,0.706019,0.0257011,25.1868,540,28,,1114,6.27,9.23,8.116,31,27.3,,,,,2,6,6,51.12,,51.12,2,25.56,041118,351,66.06421812,53.08445415,55.04949817,47.09351856,319.859875,34.32820101,5.554981066,18.6909369,81.46676255,65.51441658,2.255163367,ND,ND,75.28398432,
82,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,16.8598,100.816,0.717304,0.0252786,24.6326,607,26.5,,2,12.1855,53.0807,0.472978,0.0273921,24.9055,343,29,,835.1,6.81,7.89,7.0549,23.5,25.3,,,,,2,5,5,79.7,,79.7,2,39.85,041118,353,50.1981912,36.23238457,105.5470917,104.7825975,147.0622041,79.29412825,9.087026191,46.87398845,118.7661653,123.1344454,7.096757038,7.012414347,ND,132.812312,
83,12/6/17,1,1,12/20/17,BG-CaCl2,Complete,Complete,fungi? How many seeds transferred?1plant,G,,,12/20/17,1,13.0072,38.2738,0.645837,0.0268031,23.4389,317,24,,1,,,,,,,,,246.5,1.54,1.97,1.7235,18,,,,,,1,5,,22.85,,22.85,1,22.85,041118,354,102.022347,158.7852105,367.0327731,284.2142496,52.59221669,383.1313208,194.7384836,231.4203235,374.3456898,314.4957608,5.249306821,6.705097383,ND,45.88061686,
84,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,13.7175,128.465,0.662377,0.0254347,25.1357,966,35,,2,15.0892,125.385,1.12033,0.0270077,25.3318,788,33.5,,1039.2,10.73,11.47,10.4308,48.7,50.6,,,,,2,5,4,103.46,,103.46,2,51.73,041118,355,29.17545535,83.13978278,82.00242162,69.13004096,48.82185818,72.85859404,26.36242894,59.05503812,124.211827,76.60313766,ND,ND,ND,24.43178359,
88,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,15.1929,72.0627,0.496339,0.0274331,24.6582,401,22,,2,12.9246,37.0922,0.451835,0.0255139,18.8518,279,18.5,,587.1,4.73,5.78,5.1929,28.8,27,,,,,2,5,3,69.17,,69.17,2,34.585,041118,358,34.42703732,922.8719164,337.4673707,330.8558381,323.5867344,259.0527788,272.0801628,218.0493715,450.5196536,414.224374,ND,ND,ND,29.26132221,
89,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,12.331,50.6818,1.24306,0.0296964,18.4425,317,16.5,,2,14,97.2443,0.477144,0.028539,25.0931,562,23,,834.7,7.22,8.47,7.6353,20.4,30.3,,,,,2,5,4,88.45,,88.45,2,44.225,041118,359,64.69431425,110.1113579,208.6103686,214.4064813,112.2149897,235.6058446,9.926600245,106.5767323,421.9185228,262.880938,ND,ND,ND,20.738607,
93,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,15.1413,65.0525,1.28619,0.0251591,24.2489,518,24,,2,14.8957,55.074,0.296044,0.0248656,24.2575,440,28.5,,823.2,5.8,9.21,8.3868,27.3,27.7,,,,,2,5,5,92.16,,92.16,2,46.08,041118,360,38.01372223,146.2562647,217.1103623,200.9800765,252.1427252,209.5554367,14.55611509,53.42666729,510.9512517,280.6818904,ND,ND,ND,25.07098723,
94,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,G,G,,,12/20/17,2,14.2774,80.9395,0.464167,0.0247582,24.6667,676,30,,2,12.0116,67.294,0.339205,0.0255512,23.6947,581,26.5,,981.5,5.32,7.77,6.7885,33.1,34.5,,,,,2,4,5,78.4,,78.4,2,39.2,041118,361,59.52085378,210.1535035,190.2203416,139.0448002,231.474853,135.0247684,29.61986625,45.27325218,229.6189779,243.4512137,2.701099626,ND,ND,42.82664391,
98,12/6/17,1,1,12/20/17,BG-CaCl2,Complete,Complete,how many seeds transf? 1 plant,G,,,12/20/17,1,11.3247,64.2192,0.225803,0.0250394,24.5559,548,30.5,,1,,,,,,,,,354.3,2.52,4.27,3.9157,26.9,,,,,,1,4,,55.32,,55.32,1,55.32,041118,362,51.58023542,265.0304115,255.7601617,444.3417399,283.8480127,405.623912,31.16647319,147.3500829,406.2487397,349.257156,16.56334677,21.00930513,ND,107.2441663,
109,12/6/17,2,2,12/20/17,BG-CaCl2,Complete,Complete,fungi?,G,,,12/20/17,2,11.8514,13.7473,0.660934,0.0249382,17.1294,126,15.5,,2,10.583,21.9052,0.527975,0.0270524,18.6301,136,17,,342.5,1.34,2.35,2.0075,23.2,27.8,,,,,2,3,3,39.31,,39.31,2,19.655,041118,367,38.08738324,117.7772701,174.2741391,154.3205496,48.18075318,170.1662246,535.3528389,80.76990459,308.7931487,214.5597143,2.140494044,ND,ND,52.6277664,
115,1/16/18,2,2,1/29/18,BG-CaCl2,Complete,Complete,G,G,,,1/29/18,2,15.349,86.3788,0.354146,0.0233266,24.5559,863,34,,2,15.798,55.072,0.307152,0.0228662,24.4792,600,28,,796.8,5.09,5.9,5.1032,31.9,40.7,,,,,2,4,5,61.26,,61.26,2,30.63,052918,382,366.0979361,633.542762,571.4017583,604.9252179,191.5027925,387.5297646,91.79873055,213.7590482,599.0516342,327.6912,8.744432589,4.115985756,4.874892669,18.62219287,
115,1/16/18,2,2,1/29/18,BG-CaCl2,Complete,Complete,,G,,,1/29/18,2,16.3853,79.6155,0.383616,0.023777,24.8287,724,29,,2,16.4287,76.9022,0.334663,0.0244811,24.752,557,31,,673,5.81,7.07,6.397,38.1,34.9,,,,,2,5,4,85.91,,85.91,2,42.955,052918,383,185.105698,226.1157247,1084.799929,524.1749415,61.51103376,817.1198957,140.3723426,204.2298801,716.4277663,324.3599358,ND,2.864119121,6.479857332,16.73087641,
128,1/16/18,2,2,1/29/18,BG-CaCl2,Complete,Complete,G,G,,,1/29/18,2,15.3224,52.4573,0.747291,0.0245757,20.1478,244,20.5,,2,13.5212,37.1318,0.699985,0.0258468,19.8835,220,19.5,,493.2,3.41,4.55,4.0568,17.3,24.5,,,,,2,4,5,26.98,17.62,26.98,2,13.49,052918,384,151.0392469,82.36768019,192.0150868,74.75709734,47.72985691,311.1687024,157.4057619,120.6804123,301.4597592,149.0860783,11.71502931,7.093910935,4.439902246,17.31281994,
144,1/16/18,2,2,1/29/18,BG-CaCl2,Complete,Complete,G,G,,,1/29/18,2,13.9516,34.058,0.691102,0.0269409,22.4243,232,20,,2,15.3623,37.0695,0.776328,0.0246801,23.0723,262,22.5,,520.9,2.87,4.33,3.8091,19.2,21,,,,,2,6,5,54.87,,54.87,2,27.435,052918,385,120.5109797,53.86631293,32.78226785,70.51041342,74.567906,71.76424196,38.21478941,48.49740499,159.9993088,49.49037683,ND,2.314056508,5.534878138,9.223804908,
